#format table ## [Custom WaveView] saved 08:01:55 Mon Jan 15 2024
TIME ,x_ssad.v(b5) ,x_ssad.v(b4) ,x_ssad.v(b3) ,x_ssad.v(b2) ,x_ssad.v(b1) ,x_ssad.v(b0) 
 9.830E-03 , 2.255E-04 , 2.255E-04 , 2.255E-04 , 1.246E+00 , 1.296E+00 , 2.255E-04 
 9.880E-03 , 1.280E+00 , 1.280E+00 , 1.315E+00 , 8.671E-06 , 1.315E+00 , 8.674E-06 
 9.930E-03 , 2.255E-04 , 2.255E-04 , 2.255E-04 , 1.246E+00 , 1.296E+00 , 2.256E-04 
 9.980E-03 , 1.280E+00 , 1.280E+00 , 1.315E+00 , 8.671E-06 , 1.315E+00 , 8.668E-06 
 1.003E-02 , 2.256E-04 , 2.256E-04 , 2.256E-04 , 1.246E+00 , 1.296E+00 , 2.256E-04 
 1.008E-02 , 1.280E+00 , 1.280E+00 , 1.315E+00 , 8.671E-06 , 1.315E+00 , 8.651E-06 
 1.013E-02 , 2.256E-04 , 2.256E-04 , 2.256E-04 , 1.246E+00 , 1.296E+00 , 2.256E-04 
 1.018E-02 , 1.280E+00 , 1.280E+00 , 1.315E+00 , 8.670E-06 , 8.671E-06 , 1.315E+00 
 1.023E-02 , 2.256E-04 , 2.256E-04 , 2.256E-04 , 1.246E+00 , 1.296E+00 , 2.256E-04 
 1.028E-02 , 1.280E+00 , 1.280E+00 , 1.315E+00 , 8.670E-06 , 8.671E-06 , 1.315E+00 
 1.033E-02 , 2.609E-05 , 2.609E-05 , 2.609E-05 , 1.264E+00 , 1.264E+00 , 1.306E+00 
 1.038E-02 , 1.280E+00 , 1.280E+00 , 1.315E+00 , 8.670E-06 , 8.671E-06 , 1.315E+00 
 1.043E-02 , 2.609E-05 , 2.609E-05 , 2.609E-05 , 1.264E+00 , 1.264E+00 , 1.306E+00 
 1.048E-02 , 1.280E+00 , 1.280E+00 , 1.315E+00 , 8.670E-06 , 8.671E-06 , 1.315E+00 
 1.053E-02 , 2.609E-05 , 2.609E-05 , 2.609E-05 , 1.264E+00 , 1.264E+00 , 1.306E+00 
 1.058E-02 , 1.280E+00 , 1.280E+00 , 1.315E+00 , 8.670E-06 , 8.671E-06 , 1.315E+00 
 1.063E-02 , 1.464E-03 , 1.464E-03 , 1.285E+00 , 1.464E-03 , 1.464E-03 , 1.464E-03 
 1.068E-02 , 1.264E+00 , 1.264E+00 , 1.306E+00 , 2.610E-05 , 2.610E-05 , 2.609E-05 
 1.073E-02 , 2.610E-05 , 2.610E-05 , 2.610E-05 , 1.264E+00 , 1.264E+00 , 1.306E+00 
 1.078E-02 , 1.264E+00 , 1.264E+00 , 1.306E+00 , 2.611E-05 , 2.611E-05 , 2.610E-05 
 1.083E-02 , 1.464E-03 , 1.464E-03 , 1.285E+00 , 1.464E-03 , 1.464E-03 , 1.464E-03 
 1.088E-02 , 1.292E+00 , 1.322E+00 , 2.303E-05 , 1.292E+00 , 1.292E+00 , 1.322E+00 
 1.093E-02 , 1.465E-03 , 1.465E-03 , 1.285E+00 , 1.465E-03 , 1.465E-03 , 1.465E-03 
