#format table ## [Custom WaveView] saved 14:30:34 Mon Jan 15 2024
TIME ,x_ssad.v(b5) ,x_ssad.v(b4) ,x_ssad.v(b3) ,x_ssad.v(b2) ,x_ssad.v(b1) ,x_ssad.v(b0) 
 1.058E-02 , 1.284E+00 , 1.284E+00 , 1.319E+00 , 9.167E-06 , 9.168E-06 , 1.319E+00 
 1.063E-02 , 1.329E-03 , 1.329E-03 , 1.289E+00 , 1.329E-03 , 1.329E-03 , 1.329E-03 
 1.068E-02 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.267E-05 , 2.267E-05 , 2.265E-05 
 1.073E-02 , 2.267E-05 , 2.267E-05 , 2.267E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 
 1.078E-02 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.268E-05 , 2.268E-05 , 2.269E-05 
 1.083E-02 , 1.329E-03 , 1.329E-03 , 1.289E+00 , 1.329E-03 , 1.329E-03 , 1.329E-03 
 1.088E-02 , 1.296E+00 , 1.326E+00 , 2.899E-05 , 1.296E+00 , 1.296E+00 , 1.326E+00 
 1.093E-02 , 1.329E-03 , 1.329E-03 , 1.289E+00 , 1.329E-03 , 1.329E-03 , 1.329E-03 
 1.098E-02 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.269E-05 , 2.269E-05 , 2.266E-05 
 1.103E-02 , 1.330E-03 , 1.330E-03 , 1.289E+00 , 1.330E-03 , 1.330E-03 , 1.330E-03 
 1.108E-02 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.270E-05 , 2.270E-05 , 2.264E-05 
 1.113E-02 , 1.696E-04 , 1.696E-04 , 1.300E+00 , 1.696E-04 , 1.696E-04 , 1.300E+00 
 1.118E-02 , 1.296E+00 , 1.326E+00 , 2.898E-05 , 1.296E+00 , 1.296E+00 , 1.326E+00 
 1.123E-02 , 1.330E-03 , 1.330E-03 , 1.289E+00 , 1.330E-03 , 1.330E-03 , 1.330E-03 
 1.128E-02 , 1.296E+00 , 1.326E+00 , 2.898E-05 , 1.296E+00 , 1.296E+00 , 1.326E+00 
 1.133E-02 , 1.697E-04 , 1.697E-04 , 1.300E+00 , 1.697E-04 , 1.697E-04 , 1.300E+00 
 1.138E-02 , 1.284E+00 , 1.319E+00 , 9.167E-06 , 1.284E+00 , 1.319E+00 , 9.171E-06 
 1.143E-02 , 1.698E-04 , 1.698E-04 , 1.300E+00 , 1.698E-04 , 1.300E+00 , 1.697E-04 
 1.148E-02 , 1.284E+00 , 1.319E+00 , 9.167E-06 , 1.284E+00 , 1.319E+00 , 9.164E-06 
 1.153E-02 , 1.698E-04 , 1.698E-04 , 1.300E+00 , 1.698E-04 , 1.698E-04 , 1.300E+00 
 1.158E-02 , 1.284E+00 , 1.319E+00 , 9.167E-06 , 1.284E+00 , 1.319E+00 , 9.123E-06 
 1.163E-02 , 1.698E-04 , 1.698E-04 , 1.300E+00 , 1.698E-04 , 1.300E+00 , 1.698E-04 
 1.168E-02 , 1.284E+00 , 1.319E+00 , 9.205E-06 , 1.319E+00 , 9.206E-06 , 1.319E+00 
 1.173E-02 , 1.699E-04 , 1.699E-04 , 1.300E+00 , 1.699E-04 , 1.300E+00 , 1.699E-04 
 1.178E-02 , 1.284E+00 , 1.319E+00 , 9.167E-06 , 1.284E+00 , 1.319E+00 , 9.193E-06 
 1.183E-02 , 1.699E-04 , 1.699E-04 , 1.300E+00 , 1.699E-04 , 1.300E+00 , 1.699E-04 
 1.188E-02 , 1.284E+00 , 1.319E+00 , 9.205E-06 , 1.319E+00 , 9.205E-06 , 1.319E+00 
 1.193E-02 , 1.987E-05 , 1.987E-05 , 1.311E+00 , 1.987E-05 , 1.269E+00 , 1.311E+00 
 1.198E-02 , 1.284E+00 , 1.319E+00 , 9.204E-06 , 1.319E+00 , 9.204E-06 , 1.319E+00 
 1.203E-02 , 1.987E-05 , 1.987E-05 , 1.311E+00 , 1.987E-05 , 1.269E+00 , 1.311E+00 
 1.208E-02 , 1.284E+00 , 1.319E+00 , 9.205E-06 , 1.319E+00 , 9.205E-06 , 1.319E+00 
 1.213E-02 , 1.988E-05 , 1.988E-05 , 1.311E+00 , 1.988E-05 , 1.269E+00 , 1.311E+00 
 1.218E-02 , 1.269E+00 , 1.311E+00 , 1.988E-05 , 1.311E+00 , 1.988E-05 , 1.983E-05 
 1.223E-02 , 1.988E-05 , 1.988E-05 , 1.311E+00 , 1.988E-05 , 1.269E+00 , 1.311E+00 
 1.228E-02 , 1.269E+00 , 1.311E+00 , 1.989E-05 , 1.311E+00 , 1.989E-05 , 1.990E-05 
 1.233E-02 , 1.988E-04 , 1.988E-04 , 1.250E+00 , 1.300E+00 , 1.988E-04 , 1.989E-04 
 1.238E-02 , 1.284E+00 , 1.319E+00 , 9.166E-06 , 9.167E-06 , 1.284E+00 , 1.319E+00 
 1.243E-02 , 1.989E-05 , 1.989E-05 , 1.269E+00 , 1.311E+00 , 1.989E-05 , 1.311E+00 
 1.248E-02 , 1.284E+00 , 1.319E+00 , 9.166E-06 , 9.167E-06 , 1.284E+00 , 1.319E+00 
 1.253E-02 , 1.989E-04 , 1.989E-04 , 1.250E+00 , 1.300E+00 , 1.989E-04 , 1.989E-04 
 1.258E-02 , 1.284E+00 , 1.319E+00 , 9.166E-06 , 9.167E-06 , 1.284E+00 , 1.319E+00 
 1.263E-02 , 1.990E-05 , 1.990E-05 , 1.269E+00 , 1.311E+00 , 1.990E-05 , 1.311E+00 
 1.268E-02 , 1.284E+00 , 1.319E+00 , 9.166E-06 , 9.167E-06 , 1.284E+00 , 1.319E+00 
 1.273E-02 , 1.990E-05 , 1.990E-05 , 1.269E+00 , 1.311E+00 , 1.990E-05 , 1.311E+00 
 1.278E-02 , 1.284E+00 , 1.319E+00 , 9.166E-06 , 9.167E-06 , 1.284E+00 , 1.319E+00 
 1.283E-02 , 1.990E-05 , 1.990E-05 , 1.269E+00 , 1.311E+00 , 1.990E-05 , 1.311E+00 
 1.288E-02 , 1.269E+00 , 1.311E+00 , 1.991E-05 , 1.991E-05 , 1.311E+00 , 1.990E-05 
 1.293E-02 , 2.278E-05 , 2.278E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.273E-05 
 1.298E-02 , 1.269E+00 , 1.311E+00 , 1.991E-05 , 1.991E-05 , 1.311E+00 , 1.988E-05 
 1.303E-02 , 2.279E-05 , 2.279E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.275E-05 
 1.308E-02 , 1.269E+00 , 1.311E+00 , 1.991E-05 , 1.992E-05 , 1.311E+00 , 1.987E-05 
 1.313E-02 , 2.279E-05 , 2.279E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.276E-05 
 1.318E-02 , 1.269E+00 , 1.311E+00 , 1.992E-05 , 1.992E-05 , 1.992E-05 , 1.311E+00 
 1.323E-02 , 2.280E-05 , 2.280E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.276E-05 
 1.328E-02 , 1.269E+00 , 1.311E+00 , 1.992E-05 , 1.992E-05 , 1.992E-05 , 1.311E+00 
 1.333E-02 , 9.109E-06 , 9.110E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 
 1.338E-02 , 1.250E+00 , 1.300E+00 , 1.992E-04 , 1.992E-04 , 1.992E-04 , 1.992E-04 
 1.343E-02 , 1.335E-03 , 1.289E+00 , 1.335E-03 , 1.335E-03 , 1.335E-03 , 1.335E-03 
 1.348E-02 , 1.250E+00 , 1.300E+00 , 1.993E-04 , 1.993E-04 , 1.993E-04 , 1.992E-04 
 1.353E-02 , 9.109E-06 , 9.110E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 
 1.358E-02 , 1.250E+00 , 1.300E+00 , 1.993E-04 , 1.993E-04 , 1.993E-04 , 1.993E-04 
 1.363E-02 , 1.335E-03 , 1.289E+00 , 1.335E-03 , 1.335E-03 , 1.335E-03 , 1.335E-03 
 1.368E-02 , 1.326E+00 , 2.887E-05 , 1.296E+00 , 1.296E+00 , 1.296E+00 , 1.326E+00 
 1.373E-02 , 1.336E-03 , 1.289E+00 , 1.336E-03 , 1.336E-03 , 1.336E-03 , 1.336E-03 
 1.378E-02 , 1.326E+00 , 2.886E-05 , 1.296E+00 , 1.296E+00 , 1.296E+00 , 1.326E+00 
 1.383E-02 , 1.706E-04 , 1.300E+00 , 1.706E-04 , 1.706E-04 , 1.706E-04 , 1.300E+00 
 1.388E-02 , 1.319E+00 , 9.166E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 , 9.169E-06 
 1.393E-02 , 1.706E-04 , 1.300E+00 , 1.706E-04 , 1.706E-04 , 1.706E-04 , 1.300E+00 
 1.398E-02 , 1.326E+00 , 2.885E-05 , 1.296E+00 , 1.296E+00 , 1.296E+00 , 1.326E+00 
 1.403E-02 , 1.706E-04 , 1.300E+00 , 1.706E-04 , 1.706E-04 , 1.706E-04 , 1.300E+00 
 1.408E-02 , 1.326E+00 , 2.885E-05 , 1.296E+00 , 1.296E+00 , 1.296E+00 , 1.326E+00 
 1.413E-02 , 1.707E-04 , 1.300E+00 , 1.707E-04 , 1.707E-04 , 1.300E+00 , 1.706E-04 
 1.418E-02 , 1.319E+00 , 9.166E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 , 9.148E-06 
 1.423E-02 , 1.707E-04 , 1.300E+00 , 1.707E-04 , 1.707E-04 , 1.300E+00 , 1.707E-04 
 1.428E-02 , 1.319E+00 , 9.166E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 , 9.180E-06 
 1.433E-02 , 1.707E-04 , 1.300E+00 , 1.707E-04 , 1.707E-04 , 1.300E+00 , 1.707E-04 
 1.438E-02 , 1.319E+00 , 9.204E-06 , 1.284E+00 , 1.319E+00 , 9.204E-06 , 1.319E+00 
 1.443E-02 , 1.997E-05 , 1.311E+00 , 1.997E-05 , 1.997E-05 , 1.269E+00 , 1.311E+00 
 1.448E-02 , 1.319E+00 , 9.204E-06 , 1.284E+00 , 1.319E+00 , 9.206E-06 , 1.319E+00 
 1.453E-02 , 1.997E-05 , 1.311E+00 , 1.997E-05 , 1.997E-05 , 1.269E+00 , 1.311E+00 
 1.458E-02 , 1.319E+00 , 9.204E-06 , 1.284E+00 , 1.319E+00 , 9.205E-06 , 1.319E+00 
 1.463E-02 , 1.998E-05 , 1.311E+00 , 1.998E-05 , 1.998E-05 , 1.269E+00 , 1.311E+00 
 1.468E-02 , 1.311E+00 , 1.998E-05 , 1.269E+00 , 1.311E+00 , 1.998E-05 , 1.996E-05 
 1.473E-02 , 1.998E-05 , 1.311E+00 , 1.998E-05 , 1.998E-05 , 1.269E+00 , 1.311E+00 
 1.478E-02 , 1.311E+00 , 1.999E-05 , 1.269E+00 , 1.311E+00 , 1.998E-05 , 2.002E-05 
 1.483E-02 , 1.709E-04 , 1.300E+00 , 1.709E-04 , 1.300E+00 , 1.709E-04 , 1.710E-04 
 1.488E-02 , 1.319E+00 , 9.204E-06 , 1.319E+00 , 9.204E-06 , 1.284E+00 , 1.319E+00 
 1.493E-02 , 1.757E-05 , 1.311E+00 , 1.757E-05 , 1.311E+00 , 1.757E-05 , 1.311E+00 
 1.498E-02 , 1.319E+00 , 9.204E-06 , 1.319E+00 , 9.204E-06 , 1.284E+00 , 1.319E+00 
 1.503E-02 , 1.757E-05 , 1.311E+00 , 1.757E-05 , 1.311E+00 , 1.757E-05 , 1.311E+00 
 1.508E-02 , 1.319E+00 , 9.204E-06 , 1.319E+00 , 9.204E-06 , 1.284E+00 , 1.319E+00 
 1.513E-02 , 1.758E-05 , 1.311E+00 , 1.758E-05 , 1.311E+00 , 1.758E-05 , 1.311E+00 
 1.518E-02 , 1.311E+00 , 1.758E-05 , 1.311E+00 , 1.758E-05 , 1.311E+00 , 1.752E-05 
 1.523E-02 , 1.758E-05 , 1.311E+00 , 1.758E-05 , 1.311E+00 , 1.758E-05 , 1.311E+00 
 1.528E-02 , 1.311E+00 , 1.758E-05 , 1.311E+00 , 1.758E-05 , 1.311E+00 , 1.758E-05 
 1.533E-02 , 2.001E-05 , 1.311E+00 , 2.001E-05 , 1.269E+00 , 1.311E+00 , 2.000E-05 
 1.538E-02 , 1.311E+00 , 1.759E-05 , 1.311E+00 , 1.758E-05 , 1.758E-05 , 1.311E+00 
 1.543E-02 , 9.165E-06 , 1.319E+00 , 9.165E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 1.548E-02 , 1.311E+00 , 1.759E-05 , 1.311E+00 , 1.759E-05 , 1.759E-05 , 1.311E+00 
 1.553E-02 , 2.001E-05 , 1.311E+00 , 2.001E-05 , 1.269E+00 , 1.311E+00 , 1.999E-05 
 1.558E-02 , 1.311E+00 , 1.759E-05 , 1.311E+00 , 1.759E-05 , 1.759E-05 , 1.311E+00 
 1.563E-02 , 9.165E-06 , 1.319E+00 , 9.165E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 1.568E-02 , 1.300E+00 , 1.712E-04 , 1.300E+00 , 1.712E-04 , 1.712E-04 , 1.712E-04 
 1.573E-02 , 9.165E-06 , 1.319E+00 , 9.165E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 1.578E-02 , 1.300E+00 , 1.712E-04 , 1.300E+00 , 1.712E-04 , 1.712E-04 , 1.713E-04 
 1.583E-02 , 2.002E-04 , 1.250E+00 , 1.299E+00 , 2.002E-04 , 2.002E-04 , 2.002E-04 
 1.588E-02 , 1.319E+00 , 9.164E-06 , 9.165E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 1.593E-02 , 2.002E-04 , 1.250E+00 , 1.299E+00 , 2.002E-04 , 2.002E-04 , 2.002E-04 
 1.598E-02 , 1.319E+00 , 9.164E-06 , 9.165E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 1.603E-02 , 2.003E-04 , 1.250E+00 , 1.299E+00 , 2.003E-04 , 2.003E-04 , 2.002E-04 
 1.608E-02 , 1.319E+00 , 9.164E-06 , 9.165E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 1.613E-02 , 2.004E-05 , 1.269E+00 , 1.311E+00 , 2.004E-05 , 2.004E-05 , 1.311E+00 
 1.618E-02 , 1.311E+00 , 2.004E-05 , 2.004E-05 , 1.269E+00 , 1.311E+00 , 2.002E-05 
 1.623E-02 , 2.004E-05 , 1.269E+00 , 1.311E+00 , 2.004E-05 , 2.004E-05 , 1.311E+00 
 1.628E-02 , 1.311E+00 , 2.004E-05 , 2.004E-05 , 1.269E+00 , 1.311E+00 , 2.006E-05 
 1.633E-02 , 2.004E-05 , 1.269E+00 , 1.311E+00 , 2.004E-05 , 1.311E+00 , 2.008E-05 
 1.638E-02 , 1.311E+00 , 2.004E-05 , 2.005E-05 , 1.269E+00 , 1.311E+00 , 2.004E-05 
 1.643E-02 , 2.005E-05 , 1.269E+00 , 1.311E+00 , 2.005E-05 , 1.311E+00 , 2.001E-05 
 1.648E-02 , 1.311E+00 , 2.005E-05 , 2.005E-05 , 1.269E+00 , 1.311E+00 , 2.002E-05 
 1.653E-02 , 2.005E-05 , 1.269E+00 , 1.311E+00 , 2.005E-05 , 1.311E+00 , 2.002E-05 
 1.658E-02 , 1.311E+00 , 2.005E-05 , 2.006E-05 , 1.269E+00 , 1.311E+00 , 2.001E-05 
 1.663E-02 , 9.165E-06 , 1.284E+00 , 1.319E+00 , 9.165E-06 , 1.284E+00 , 1.319E+00 
 1.668E-02 , 1.311E+00 , 1.762E-05 , 1.763E-05 , 1.311E+00 , 1.763E-05 , 1.311E+00 
 1.673E-02 , 9.165E-06 , 1.284E+00 , 1.319E+00 , 9.165E-06 , 1.284E+00 , 1.319E+00 
 1.678E-02 , 1.311E+00 , 1.763E-05 , 1.763E-05 , 1.311E+00 , 1.763E-05 , 1.311E+00 
 1.683E-02 , 9.165E-06 , 1.284E+00 , 1.319E+00 , 9.165E-06 , 1.284E+00 , 1.319E+00 
 1.688E-02 , 1.300E+00 , 1.716E-04 , 1.716E-04 , 1.300E+00 , 1.716E-04 , 1.716E-04 
 1.693E-02 , 2.297E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.297E-05 , 2.292E-05 
 1.698E-02 , 1.300E+00 , 1.716E-04 , 1.716E-04 , 1.300E+00 , 1.716E-04 , 1.716E-04 
 1.703E-02 , 2.298E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.298E-05 , 2.294E-05 
 1.708E-02 , 1.300E+00 , 1.717E-04 , 1.717E-04 , 1.300E+00 , 1.717E-04 , 1.716E-04 
 1.713E-02 , 9.164E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 , 9.166E-06 , 1.319E+00 
 1.718E-02 , 1.311E+00 , 2.008E-05 , 2.008E-05 , 2.008E-05 , 1.269E+00 , 1.311E+00 
 1.723E-02 , 9.164E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 , 9.164E-06 , 1.319E+00 
 1.728E-02 , 1.311E+00 , 2.008E-05 , 2.008E-05 , 2.009E-05 , 1.269E+00 , 1.311E+00 
 1.733E-02 , 9.165E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 , 9.164E-06 , 1.319E+00 
 1.738E-02 , 1.300E+00 , 1.718E-04 , 1.718E-04 , 1.718E-04 , 1.300E+00 , 1.718E-04 
 1.743E-02 , 9.107E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 9.067E-06 
 1.748E-02 , 1.300E+00 , 1.718E-04 , 1.718E-04 , 1.718E-04 , 1.300E+00 , 1.718E-04 
 1.753E-02 , 9.107E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 9.094E-06 
 1.758E-02 , 1.300E+00 , 1.719E-04 , 1.719E-04 , 1.719E-04 , 1.300E+00 , 1.719E-04 
 1.763E-02 , 2.594E-05 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 
 1.768E-02 , 1.300E+00 , 1.719E-04 , 1.719E-04 , 1.719E-04 , 1.719E-04 , 1.300E+00 
 1.773E-02 , 9.107E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 9.073E-06 
 1.778E-02 , 1.300E+00 , 1.719E-04 , 1.719E-04 , 1.719E-04 , 1.719E-04 , 1.300E+00 
 1.783E-02 , 2.594E-05 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 
 1.788E-02 , 1.289E+00 , 1.344E-03 , 1.344E-03 , 1.344E-03 , 1.344E-03 , 1.344E-03 
 1.793E-02 , 1.289E+00 , 1.344E-03 , 1.344E-03 , 1.344E-03 , 1.344E-03 , 1.344E-03 
 1.798E-02 , 1.289E+00 , 1.344E-03 , 1.344E-03 , 1.344E-03 , 1.344E-03 , 1.344E-03 
 1.803E-02 , 1.289E+00 , 1.345E-03 , 1.345E-03 , 1.345E-03 , 1.345E-03 , 1.345E-03 
 1.808E-02 , 1.289E+00 , 1.345E-03 , 1.345E-03 , 1.345E-03 , 1.345E-03 , 1.345E-03 
 1.813E-02 , 1.300E+00 , 1.720E-04 , 1.720E-04 , 1.720E-04 , 1.720E-04 , 1.300E+00 
 1.818E-02 , 2.593E-05 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 
 1.823E-02 , 1.289E+00 , 1.345E-03 , 1.345E-03 , 1.345E-03 , 1.345E-03 , 1.345E-03 
 1.828E-02 , 2.592E-05 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.295E+00 , 1.325E+00 
 1.833E-02 , 1.300E+00 , 1.721E-04 , 1.721E-04 , 1.721E-04 , 1.721E-04 , 1.300E+00 
 1.838E-02 , 9.106E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 9.109E-06 
 1.843E-02 , 1.300E+00 , 1.721E-04 , 1.721E-04 , 1.721E-04 , 1.300E+00 , 1.721E-04 
 1.848E-02 , 9.106E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 9.074E-06 
 1.853E-02 , 1.300E+00 , 1.722E-04 , 1.722E-04 , 1.722E-04 , 1.300E+00 , 1.721E-04 
 1.858E-02 , 9.106E-06 , 1.283E+00 , 1.283E+00 , 1.283E+00 , 1.319E+00 , 9.083E-06 
 1.863E-02 , 1.311E+00 , 2.014E-05 , 2.014E-05 , 2.014E-05 , 1.269E+00 , 1.311E+00 
 1.868E-02 , 9.164E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 , 9.165E-06 , 1.319E+00 
 1.873E-02 , 1.300E+00 , 1.723E-04 , 1.723E-04 , 1.723E-04 , 1.300E+00 , 1.723E-04 
 1.878E-02 , 9.164E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 , 9.162E-06 , 1.319E+00 
 1.883E-02 , 1.311E+00 , 2.015E-05 , 2.015E-05 , 2.015E-05 , 1.269E+00 , 1.311E+00 
 1.888E-02 , 2.307E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.307E-05 , 2.305E-05 
 1.893E-02 , 1.300E+00 , 1.724E-04 , 1.724E-04 , 1.300E+00 , 1.724E-04 , 1.723E-04 
 1.898E-02 , 2.308E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.308E-05 , 2.304E-05 
 1.903E-02 , 1.300E+00 , 1.724E-04 , 1.724E-04 , 1.300E+00 , 1.724E-04 , 1.724E-04 
 1.908E-02 , 2.308E-05 , 1.268E+00 , 1.268E+00 , 1.310E+00 , 2.308E-05 , 2.303E-05 
 1.913E-02 , 1.300E+00 , 1.724E-04 , 1.724E-04 , 1.300E+00 , 1.724E-04 , 1.724E-04 
 1.918E-02 , 9.163E-06 , 1.284E+00 , 1.319E+00 , 9.163E-06 , 1.284E+00 , 1.319E+00 
 1.923E-02 , 1.300E+00 , 1.725E-04 , 1.725E-04 , 1.300E+00 , 1.725E-04 , 1.725E-04 
 1.928E-02 , 9.163E-06 , 1.284E+00 , 1.319E+00 , 9.163E-06 , 1.284E+00 , 1.319E+00 
 1.933E-02 , 1.311E+00 , 1.772E-05 , 1.772E-05 , 1.311E+00 , 1.772E-05 , 1.311E+00 
 1.938E-02 , 2.017E-05 , 1.269E+00 , 1.311E+00 , 2.017E-05 , 1.311E+00 , 2.016E-05 
 1.943E-02 , 1.311E+00 , 2.017E-05 , 2.018E-05 , 1.269E+00 , 1.311E+00 , 2.015E-05 
 1.948E-02 , 2.018E-05 , 1.269E+00 , 1.311E+00 , 2.018E-05 , 1.311E+00 , 2.015E-05 
 1.953E-02 , 1.311E+00 , 2.018E-05 , 2.018E-05 , 1.269E+00 , 1.311E+00 , 2.015E-05 
 1.958E-02 , 2.018E-05 , 1.269E+00 , 1.311E+00 , 2.018E-05 , 1.311E+00 , 2.014E-05 
 1.963E-02 , 1.311E+00 , 2.018E-05 , 2.018E-05 , 1.269E+00 , 1.311E+00 , 2.015E-05 
 1.968E-02 , 2.018E-05 , 1.269E+00 , 1.311E+00 , 2.018E-05 , 2.018E-05 , 1.311E+00 
 1.973E-02 , 1.311E+00 , 2.018E-05 , 2.018E-05 , 1.269E+00 , 1.311E+00 , 2.016E-05 
 1.978E-02 , 2.019E-05 , 1.269E+00 , 1.311E+00 , 2.018E-05 , 2.018E-05 , 1.311E+00 
 1.983E-02 , 1.319E+00 , 9.162E-06 , 9.163E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 1.988E-02 , 2.018E-04 , 1.250E+00 , 1.299E+00 , 2.018E-04 , 2.018E-04 , 2.018E-04 
 1.993E-02 , 1.300E+00 , 1.727E-04 , 1.300E+00 , 1.727E-04 , 1.727E-04 , 1.726E-04 
 1.998E-02 , 2.018E-04 , 1.250E+00 , 1.299E+00 , 2.018E-04 , 2.018E-04 , 2.018E-04 
 2.003E-02 , 1.319E+00 , 9.162E-06 , 9.163E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 2.008E-02 , 2.019E-04 , 1.250E+00 , 1.299E+00 , 2.019E-04 , 2.019E-04 , 2.018E-04 
 2.013E-02 , 1.300E+00 , 1.727E-04 , 1.300E+00 , 1.727E-04 , 1.727E-04 , 1.727E-04 
 2.018E-02 , 9.161E-06 , 1.319E+00 , 9.161E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 2.023E-02 , 1.300E+00 , 1.727E-04 , 1.300E+00 , 1.727E-04 , 1.727E-04 , 1.727E-04 
 2.028E-02 , 9.163E-06 , 1.319E+00 , 9.163E-06 , 1.284E+00 , 1.284E+00 , 1.319E+00 
 2.033E-02 , 1.311E+00 , 1.775E-05 , 1.311E+00 , 1.775E-05 , 1.775E-05 , 1.311E+00 
 2.038E-02 , 2.021E-05 , 1.311E+00 , 2.021E-05 , 1.269E+00 , 1.311E+00 , 2.020E-05 
 2.043E-02 , 1.311E+00 , 1.775E-05 , 1.311E+00 , 1.775E-05 , 1.775E-05 , 1.311E+00 
 2.048E-02 , 2.021E-05 , 1.311E+00 , 2.021E-05 , 1.269E+00 , 1.311E+00 , 2.018E-05 
 2.053E-02 , 1.311E+00 , 1.776E-05 , 1.311E+00 , 1.776E-05 , 1.776E-05 , 1.311E+00 
 2.058E-02 , 2.021E-05 , 1.311E+00 , 2.021E-05 , 1.269E+00 , 1.311E+00 , 2.017E-05 
 2.063E-02 , 1.311E+00 , 1.776E-05 , 1.311E+00 , 1.776E-05 , 1.311E+00 , 1.773E-05 
 2.068E-02 , 1.776E-05 , 1.311E+00 , 1.776E-05 , 1.311E+00 , 1.776E-05 , 1.311E+00 
 2.073E-02 , 1.311E+00 , 1.777E-05 , 1.311E+00 , 1.777E-05 , 1.311E+00 , 1.773E-05 
 2.078E-02 , 1.777E-05 , 1.311E+00 , 1.777E-05 , 1.311E+00 , 1.776E-05 , 1.311E+00 
 2.083E-02 , 1.319E+00 , 9.202E-06 , 1.319E+00 , 9.202E-06 , 1.284E+00 , 1.319E+00 
 2.088E-02 , 1.729E-04 , 1.300E+00 , 1.729E-04 , 1.300E+00 , 1.729E-04 , 1.729E-04 
 2.093E-02 , 1.319E+00 , 9.202E-06 , 1.319E+00 , 9.202E-06 , 1.284E+00 , 1.319E+00 
 2.098E-02 , 1.777E-05 , 1.311E+00 , 1.777E-05 , 1.311E+00 , 1.777E-05 , 1.311E+00 
 2.103E-02 , 1.319E+00 , 9.202E-06 , 1.319E+00 , 9.202E-06 , 1.284E+00 , 1.319E+00 
 2.108E-02 , 1.777E-05 , 1.311E+00 , 1.777E-05 , 1.311E+00 , 1.777E-05 , 1.311E+00 
 2.113E-02 , 1.311E+00 , 2.024E-05 , 1.269E+00 , 1.311E+00 , 2.024E-05 , 2.020E-05 
 2.118E-02 , 1.730E-04 , 1.300E+00 , 1.730E-04 , 1.300E+00 , 1.730E-04 , 1.730E-04 
 2.123E-02 , 1.311E+00 , 2.024E-05 , 1.269E+00 , 1.311E+00 , 2.024E-05 , 2.021E-05 
 2.128E-02 , 1.731E-04 , 1.300E+00 , 1.731E-04 , 1.300E+00 , 1.731E-04 , 1.731E-04 
 2.133E-02 , 1.311E+00 , 2.024E-05 , 1.269E+00 , 1.311E+00 , 2.024E-05 , 2.028E-05 
 2.138E-02 , 2.024E-05 , 1.311E+00 , 2.024E-05 , 2.024E-05 , 1.269E+00 , 1.311E+00 
 2.143E-02 , 1.319E+00 , 9.202E-06 , 1.284E+00 , 1.319E+00 , 9.202E-06 , 1.319E+00 
 2.148E-02 , 2.025E-05 , 1.311E+00 , 2.025E-05 , 2.025E-05 , 1.269E+00 , 1.311E+00 
 2.153E-02 , 1.319E+00 , 9.202E-06 , 1.284E+00 , 1.319E+00 , 9.202E-06 , 1.319E+00 
